Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags,days_since_review,lat,lng,Reviewer_Score
1 Waterview Drive Greenwich London SE10 0TW United Kingdom,1258,6/10/2017,9.4,Intercontinental London The O2, United Kingdom , The room service menu is very expensive and a mini fridge would be a great addition to the room ,21,4204, The staff views location and food where all fantastic Bar Eighteen is well worth a visit one of the best bars I ve been to The breakfast was amazing Will definitely be staying here again ,37,1,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",54 days,51.5024348,-0.0002497,High_Reviewer_Score
Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,2623,11/30/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom , room very dark,4,12158, More lights in the room,6,4,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",246 day,51.5009609,-0.1165913,High_Reviewer_Score
Piazza Gerusalemme 6 Sempione 20154 Milan Italy,323,10/6/2015,8,Hotel Mozart, Italy , There is an older woman staff at the reception who did not smile when we approach her She is snappy and sarcastic I did not like her I decided to avoid her because I do not want her to ruin my good mood and my enjoyable stay there Take note the two asian ladies at the reception are warm and very accommodating ,64,4015, For me the hotel is a perfect location to go to the city center of Milan as well as to go to the EXPO especially by underground ,29,2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",667 day,45.4834133,9.1666361,High_Reviewer_Score
Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,6/13/2017,8.4,NH Danube City, Hungary , No swimming pool no wellness only one tiny sauna Extremely confusing IT S NOT A WELLNESS HOTEL No parking lot I could only park in approx 800m from the hotel down the street ,35,1380, Underground is close to the thotel ,8,5,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",51 days,48.2353789,16.4219737,Intermediate_Reviewer_Score
111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,123,3/8/2017,8.6,Ashburn Hotel, Canada , Everything was fine ,5,629, Great location and nice staff ,7,25,"[' Leisure trip ', ' Couple ', ' Queen Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",148 day,51.4945522,-0.1861213,High_Reviewer_Score
69 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,198,8/30/2016,8.2,Grange Rochester Hotel, United Kingdom , No air conditioning which made it very hot in the room even though a fan was provided it was still to hot ,24,1046, The beds were excellent comfortable,6,1,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",338 day,51.4942654,-0.1366026,Intermediate_Reviewer_Score
130 Tottenham Court Road Camden London W1T 5AY United Kingdom,713,3/14/2016,8.3,Radisson Blu Edwardian Grafton, Latvia , Breakfast was not reaching the highest quality Room was quite noisy because of air conditioning equipment outside in backyard can be heard only when window is left opened No table reading lamps quite terrible lightning ,37,2826, Staff was very friendly Location is perfect one metro stop to Oxford circus ,15,2,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",507 day,51.5241386,-0.1380807,Intermediate_Reviewer_Score
61 Quai De Grenelle 15th arr 75015 Paris France,342,10/4/2016,7.6,Novotel Paris Centre Tour Eiffel, Dominica , They don t have room service after 11 p m even you have to go down from your room to the lobby to buy water ,27,2310, The location and the view was good ,9,11,"[' Leisure trip ', ' Solo traveler ', ' Standard Room with 2 Single Beds ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",303 day,48.8500283,2.2834126,Intermediate_Reviewer_Score
20 Lavington Street Southwark London SE1 0NZ United Kingdom,804,8/30/2016,9.1,citizenM London Bankside, United Kingdom , As a place to stay for a couple of days it is perfect there isn t enough space for a longer trip The pillows aren t very good but the mattress was great ,35,3802, Staff were excellent location excellent TV Wi fi etc excellent,11,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ']",338 day,51.5051507,-0.1004724,High_Reviewer_Score
27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,1243,5/10/2016,8.1,Park Grand Paddington Court, Belgium ,No Negative,0,6608, every room comes equipped with a cell phone which you can use outside as well in other words you don t need data roaming as a foreigner Great ,30,31,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 2 nights ']",450 day,51.5135555,-0.180002,High_Reviewer_Score
Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,757,4/10/2017,8.7,WestCord Fashion Hotel Amsterdam, United Kingdom , On email nothing not say about what need pay for sauna just swimming pool for free,17,5236, Not far away from city center nice stay comfort room,11,3,"[' Leisure trip ', ' Family with young children ', ' Large Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",115 day,52.357655,4.844576,Intermediate_Reviewer_Score
Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,342,6/19/2017,9,Steigenberger Hotel Herrenhof, Romania ,No Negative,0,2873, Excelent,2,2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",45 days,48.2097958,16.3658705,High_Reviewer_Score
St James s Place Westminster Borough London SW1A 1NJ United Kingdom,139,7/21/2017,9.1,The Stafford London, United Kingdom , Nothing This was one of the best stays we have had in London,14,492, The room was large and very comfortable though this was partly because we had a free upgrade to one of the suites in the courtyard The bathroom was outstanding with a large shower and heated automatic toilet Breakfast was delicious and freshly cooked and all the staff were extremely helpful and friendly,53,6,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",13 days,51.5059087,-0.1403795,High_Reviewer_Score
17 rue de l Arcade 8th arr 75008 Paris France,230,8/15/2016,8.6,H tel Bedford, United Kingdom , Location and staff ,5,1703, Great location Nice old building Interior keeping with the character of building Clean environment Slightly disappointed with lack of kettle coffee and teabags or glass worth bottle of water ,31,1,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",353 day,48.8720593,2.3236802,High_Reviewer_Score
Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,451,7/3/2016,8.5,Swiss tel Amsterdam, United States of America ,No Negative,0,2756, Fantastic location 5 star staff and very comfortable rooms including a pillow menu ,15,1,"[' Leisure trip ', ' Family with older children ', ' Classic Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",396 day,52.3735266,4.8933041,High_Reviewer_Score
20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom,261,10/16/2016,8.1,Grange Fitzrovia Hotel, United Kingdom ,No Negative,0,1034, Good size and comfy room,6,2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",291 day,51.521759,-0.1425381,High_Reviewer_Score
5 Cavell Street Tower Hamlets London E1 2BP United Kingdom,275,8/12/2015,8.5,Holiday Inn London Whitechapel, Georgia , Same breakfast everyday Can t open windows Very thin door to toilet No toilet brush Poor location ,19,1131, Room of good size and design Very convenient to have bus stop near hotel route 15 connects with the whole city ,23,12,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 7 nights ']",722 day,51.5154006,-0.0572364,High_Reviewer_Score
King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,303,3/12/2017,8.9,Great Northern Hotel A Tribute Portfolio Hotel London, United Kingdom , Rooms rather small and compact Expensive,7,1110, The pantry Well soundproofed rooms,6,33,"[' Leisure trip ', ' Couple ', ' King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",144 day,51.531427,-0.126133,Intermediate_Reviewer_Score
Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,144,10/26/2015,8.4,NH Danube City, Nigeria , None,2,1380, The location was very good and the breakfast was excellent,11,1,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",647 day,48.2353789,16.4219737,High_Reviewer_Score
Whitehall Place Westminster Borough London SW1A 2BD United Kingdom,157,3/7/2017,9.4,Corinthia Hotel London, United Kingdom , Could not fault it,5,520, Amazing Hotel all round ,6,1,"[' Leisure trip ', ' Family with young children ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",149 day,51.5045583,-0.1262584,High_Reviewer_Score
Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,525,4/11/2017,8.2,Millennium Copthorne Hotels at Chelsea Football Club, United Kingdom , Small complimentary bottles of water would have been appreciated ,11,1842, Comfy beds Great breakfast with excellent service Friendly reception Good facilities in room with fridge and a safe Seating area in room and kettle with complimentary tea and coffee Will stay again Housekeeping good fresh towels and toiletries topped up each day ,44,1,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",114 day,51.481663,-0.1909565,High_Reviewer_Score
Place Andr Malraux 1st arr 75001 Paris France,172,8/12/2016,8.3,Hotel du Louvre in the Unbound Collection by Hyatt, United States of America , See above ,4,1120, The concierge desk added costs without informing me Ordering a cab for departure and telling me that I would be charged 7 Doris for their call eas not honest Charging an additional 5 euros for a ticket to the Louvre was not unacceptable but should have been divulged The front desk was much more obliging and helpful Paris needs American tourists and should be welcoming helpful and generous to those of us who are visiting despite the precarious conditions in France ,83,1,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",356 day,48.8639788,2.3352615,Intermediate_Reviewer_Score
31 St Thomas Street Southwark London SE1 9QU United Kingdom,732,9/11/2016,9.4,Shangri La Hotel at The Shard London, United Kingdom , Stayed for girlfriends birthday would have been nice for hotel to make a kind gesture like a card or something to drink less rated hotels have done this in the past for free considering price paid ,38,2200, Best view in London facilities were exceptional View from the pool and sky bar is out of this world Few small perks like TV in bathroom mirror and heated toilet seat Good size bath Staff were attentive and helpful at all times ,44,3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with City View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",326 day,51.5044972,-0.0855562,High_Reviewer_Score
8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,602,6/7/2016,8.5,Club Quarters Hotel Trafalgar Square, Australia ,No Negative,0,2494, Internet facilities were good and there was easy access to a printer for travel documents ,17,2,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 6 nights ']",422 day,51.506935,-0.126012,High_Reviewer_Score
18 Albert Embankment Lambeth London SE1 7TJ United Kingdom,1195,8/3/2017,8.3,Park Plaza London Riverbank, Kazakhstan , more comfortable orthopedic mattress is our personal preference for better sleep,12,4684, tasty breakfasts beautiful window view and kind helpful staff there created amazing atmosphere of our pleasant mornings our special thanks are to the Manager Vasiliy as well as to Vasile and Alina who mainly contributed to our positive mood and amazing pleasant staying in the hotel ,48,5,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 6 nights ']",0 days,51.4913737,-0.1214194,High_Reviewer_Score
32 rue des Ecoles 5th arr 75005 Paris France,52,12/29/2016,8.2,Hotel Les Bulles De Paris, Greece , I had a problem with the heating in the room and froze immensely on the first night Unfortunately the person on guard was new and could not help more The following day they increased the intensity in my room and things were ok ,45,712, The staff are very friendly And the location is great ,12,11,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 2 nights ']",217 day,48.849147,2.3471935,High_Reviewer_Score
49 53 New Road Tower Hamlets London E1 1HH United Kingdom,187,12/5/2016,7.6,The Whitechapel, United Kingdom , The noise from the fridge during the night,9,830, Easy access to local attractions and transport,8,4,"[' Solo traveler ', ' Premier Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",241 day,51.5161286,-0.0624458,High_Reviewer_Score
10 Place De La R publique 11th arr 75011 Paris France,141,5/21/2017,8,Crowne Plaza Paris R publique, United Arab Emirates , I think everything was fine ,7,1053, very nice location easy to access central Paris ,10,17,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 2 nights ']",74 days,48.8673199,2.3656296,High_Reviewer_Score
Rossell 390 Eixample 08025 Barcelona Spain,215,9/15/2015,8.7,Ayre Hotel Rosell n, United Kingdom ,No Negative,0,2359, Superb location excellent helpful reception staff and wonderful terrace An outstanding hotel in Barcelona Thank you ,18,16,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",688 day,41.4047382,2.1727127,High_Reviewer_Score
31 St Thomas Street Southwark London SE1 9QU United Kingdom,732,6/17/2016,9.4,Shangri La Hotel at The Shard London, Qatar , The smell of bed sheet and bellows were very bad I used a bottle of perfume to get rid of it Until now the hotel did not release my credit card,32,2200, Nothing,2,1,"[' Business trip ', ' Solo traveler ', ' Superior Shard King ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",412 day,51.5044972,-0.0855562,Low_Reviewer_Score
49 Rue La Fayette 9th arr 75009 Paris France,205,10/15/2016,8.1,Best Western Premier Op ra Faubourg Ex Hotel Jules , United States of America , The hallways smell The breakfast was extremely expensive the quality was poor The coffee tasted like Nescafe and the croissants were like American Pillsbury Oven Bake rolls ,29,1966, Staff were nice Very kind accommodating ,8,6,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 2 nights ']",292 day,48.8753359,2.3414617,Intermediate_Reviewer_Score
Rennweg 16 03 Landstra e 1030 Vienna Austria,370,3/20/2017,8.9,Austria Trend Hotel Savoyen Vienna, Australia ,No Negative,0,4016, The spacious executive room the bathroom the cleanliness the comfort in general of the room and the bed soo comfortable,21,7,"[' Leisure trip ', ' Family with young children ', ' Executive Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",136 day,48.1950444,16.3844751,High_Reviewer_Score
84 King Street Hammersmith and Fulham London W6 0QW United Kingdom,390,11/20/2016,7.8,Best Western Plus Seraphine Hammersmith Hotel, United Kingdom ,No Negative,0,1717, Great location and small but everything you need Relaxed feel and nice continental breakfast,15,4,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",256 day,51.4926269,-0.2288598,High_Reviewer_Score
Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,102,7/13/2016,8.2,AZIMUT Hotel Vienna, China , None ,3,1060, Good location Only 2 min walk from the train subway station Nice colleagues Very friendly ,17,7,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",386 day,48.1834787,16.3762765,High_Reviewer_Score
33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,989,5/30/2017,8.4,Park Grand London Kensington, Ireland , I could really clearly hear someone walking around in heels above me which was a little distracting but overall not a huge problem The bar restaurant was lacking in atmosphere and seemed a little understaffed Friendly service and good food helped though ,44,4660, The staff were really lovely The concierges were very kind and helpful and all staff were friendly My room despite being in the basement and lacking a window was really nice The bed was very comfortable and a decent enough shower Complimentary water and fresh fruit were really welcome A phone for non uk visitors was a really nice touch Plenty of sockets and tech support in room too Good free wifi that didn t require me selling my soul Thanks I was given a late checkout as requested which was really helpful as I had a charity run that morning They were more than happy for me to leave luggage through the day Location was excellent for access to the Underground Earls Court and walking to Kensington and surrounding attractions ,133,17,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",65 days,51.4938468,-0.1917582,Intermediate_Reviewer_Score
3 Rue Pergolese 16th arr 75116 Paris France,126,11/8/2016,8.2,L Hotel Pergol se Paris, New Zealand , Nothing ,3,1281, Loved the courtyard from our window Handy location to everywhere Great staff very friendly and so helpful ,19,21,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",268 day,48.8756618,2.2863468,High_Reviewer_Score
Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,119,12/29/2015,8.3,Hotel Roemer Amsterdam, Turkey , Rooms and the equipment in the rooms may need a little renovation,13,974, Excellent location great attitude of the staff,8,14,"[' Leisure trip ', ' Solo traveler ', ' Executive Double Room with Whirlpool ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",583 day,52.3617577,4.8780052,High_Reviewer_Score
7 Gracechurch Street City of London London EC3V 0DR United Kingdom,764,11/22/2015,8.2,Club Quarters Hotel Gracechurch, Switzerland , Like everywhere in London it was expensive but otherwise everything was good ,14,2996, The location is perfect in cbd and near some good pubs and 5 min walk from St Paul ,20,1,"[' Leisure trip ', ' Group ', ' Small Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",620 day,51.5127964,-0.0847973,Intermediate_Reviewer_Score
10 Palace Place Westminster Borough London SW1E 5BW United Kingdom,303,12/3/2015,9.3,The Nadler Victoria, United Kingdom ,No Negative,0,1608, I was lucky enough to check in on the hotel s opening night The owner was present and it was evident how much he cares about his hotels and his staff Not sure how this will be maintained as they expand The staff went out of their way to be friendly helpful warm and welcoming Superb room ,59,7,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",609 day,51.4990259,-0.1427453,High_Reviewer_Score
56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,125,3/27/2017,8.3,Mimi s Hotel Soho, United Kingdom , The room was not of 4 star standard very small more like a trains cabin no room to sit no mini bar and no tea and coffee making facilities we were offered another room for 70 more but it was only a little bigger also it was windowless which made it very claustrophobic,54,687, The staff and the bar were excellent,8,3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",129 day,51.5140329,-0.1320651,Intermediate_Reviewer_Score
Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,757,3/20/2017,8.7,WestCord Fashion Hotel Amsterdam, United Kingdom ,No Negative,0,5236, Was a good room good size I had a large double,12,1,"[' Leisure trip ', ' Couple ', ' Large Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",136 day,52.357655,4.844576,High_Reviewer_Score
2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,475,8/20/2015,8.9,The Royal Horseguards, United Kingdom , Our rooms were on the same floor but a long way apart,13,2007, Very friendly professional staff,5,7,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",714 day,51.5054185,-0.1241499,High_Reviewer_Score
31 33 Argyle Street Camden London WC1H 8EP United Kingdom,219,1/19/2016,8.1,Comfort Inn Suites Kings Cross St Pancras, United Kingdom ,No Negative,0,1116, Closeness of St Pancras Station Ground Floor Suite Facilities in room,12,12,"[' Leisure trip ', ' Couple ', ' Double Suite ', ' Stayed 1 night ']",562 day,51.5289499,-0.1232979,High_Reviewer_Score
Pelai 28 Ciutat Vella 08002 Barcelona Spain,532,4/17/2017,8.6,Catalonia Ramblas 4 Sup, United Kingdom , Staff a little bit slow on reception with check in and rooms not ready on arrival,17,4276, Bed extra comfy Very clean Excellent location ,9,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",108 day,41.3856387,2.1668274,High_Reviewer_Score
Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,229,1/1/2016,8.9,Negresco Princess 4 Sup, United Kingdom ,No Negative,0,2369, New and fresh look Friendly staff Very clean and comfortable rooms Great location in the centre of the city ,21,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",580 day,41.3905166,2.1725643,High_Reviewer_Score
Via Senigallia 6 20161 Milan Italy,904,6/18/2016,8.1,Hotel Da Vinci, Italy , File interminabili alla reception,5,16670,No Positive,0,6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",411 day,45.5331372,9.1711019,Intermediate_Reviewer_Score
35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom,252,12/25/2015,9.1,The Chesterfield Mayfair, Armenia ,No Negative,0,1166, Great staff perfect location nice surprises every evening ,10,10,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ']",587 day,51.5076899,-0.1471358,High_Reviewer_Score
372 Strand Westminster Borough London WC2R 0JJ United Kingdom,2288,8/16/2015,8.1,Strand Palace Hotel, Norway , Food in room service,5,9568, Help to send passport to Gatwick after we left it in room by mistake was phenomenal Thank you ,20,4,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",718 day,51.5110993,-0.1208673,High_Reviewer_Score
68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,514,12/1/2015,8.2,Radisson Blu Edwardian Vanderbilt, United Kingdom , Some of the staff were very inexperienced However the bar staff were incompetent and rude ,17,2665, Good Facilities clean and comfortable room ,8,2,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 1 night ']",611 day,51.4953691,-0.1818966,Intermediate_Reviewer_Score
Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,612,2/16/2017,8.6,Urban Lodge Hotel, Germany , nothing bad to speak of,6,5018, location is a 5 minute walk from a train station with just a 5 minute ride to Amsterdam central ,21,18,"[' Leisure trip ', ' Solo traveler ', ' Basic Double Room ', ' Stayed 1 night ']",168 day,52.3856494,4.834443,High_Reviewer_Score
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/19/2016,9.1,The Ampersand Hotel, United Kingdom , The restaurant Located in the basement and never open when we were hungry Smelt of fish and unappealing ,20,902, Wonderful location We booked for one night as we went to the Proms at the Albert Hall Easy walking distance to there and Hyde Park for a morning run and coffee ,33,8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",349 day,51.4943077,-0.1755579,High_Reviewer_Score
Via Felice Casati 18 Central Station 20124 Milan Italy,174,11/10/2015,8.4,Best Western Plus Hotel Felice Casati, France , Noisy ventilation ,4,1817,No Positive,0,8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']",632 day,45.4787357,9.2041131,Intermediate_Reviewer_Score
Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,1831,4/22/2017,8.1,Copthorne Tara Hotel London Kensington, United Kingdom ,No Negative,0,7105, Good variety at breakfast,5,6,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",103 day,51.499046,-0.1917073,Intermediate_Reviewer_Score
140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,528,2/18/2016,8.7,The Bailey s Hotel London, United Kingdom , ,2,2485, Tube station right next to it very convenient Also a very safe area which helps as I was happy to be out at night with my teenage girl ,30,3,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 2 nights ']",532 day,51.4938733,-0.1824963,High_Reviewer_Score
9 rue de la Michodi re 2nd arr 75002 Paris France,84,7/11/2016,8.6,Golden Tulip Opera de Noailles, Qatar ,No Negative,0,823, all the staff are friendly and accommodating Special mention to Lena maybe she s the only name i remembered but all of them are very nice ,28,2,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ']",388 day,48.8696173,2.3346428,High_Reviewer_Score
Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,260,7/8/2017,8,Suite Hotel 900 m zur Oper, Canada , Nothing,2,3461, Location staff,3,4,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",26 days,48.1935235,16.3669145,High_Reviewer_Score
Western Gateway Newham London E16 1FA United Kingdom,258,6/26/2017,8.1,Good Hotel London, United Kingdom ,No Negative,0,1018, Relaxed atmosphere Welcoming friendly staff A lovely place to stay ,12,1,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",38 days,51.5084195,0.0253216,High_Reviewer_Score
221 Rue Saint Honore 1st arr 75001 Paris France,80,4/25/2016,8.6,Royal Saint Honore, United Kingdom , Very rude doorman ,5,667,No Positive,0,2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",465 day,48.8658792,2.3298903,Intermediate_Reviewer_Score
8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,388,4/23/2016,8.4,The Exhibitionist Hotel, United Kingdom , Nothing ,3,1708, The bed was huge The bath was massive The hotel was amazing Staff were great The location was fab Loved it and would go back ,27,1,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",467 day,51.4947754,-0.177789,High_Reviewer_Score
265 Rotherhithe Street Southwark London SE16 5HW United Kingdom,995,11/18/2016,8.1,DoubleTree by Hilton London Docklands Riverside, United Kingdom , Correct mistake in proffetional manner,6,3826,No Positive,0,1,"[' Business trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",258 day,51.5043483,-0.0334436,High_Reviewer_Score
36 37 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,322,7/3/2016,8.4,Arbor Hyde Park, Malta , No gym breakfast quite limited extra items at a cost were underwhelming nonetheless these are very trivial ,19,2140, Superb location very clean top customer service wifi problems were fixed in a few minutes very caring staff sophisticated lovely croissants Thoroughly enjoyable stay ,26,1,"[' Leisure trip ', ' Family with older children ', ' Executive Family Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",396 day,51.5126488,-0.1803795,High_Reviewer_Score
Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,192,10/22/2016,8.4,Hampton by Hilton Amsterdam Centre East, United Kingdom , A bit out of the centre but that s ok when you know which tram to get,18,1769, Lovely hotel,3,1,"[' Leisure trip ', ' Couple ', ' Queen Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",285 day,52.3714428,4.9346331,High_Reviewer_Score
173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,468,9/24/2015,7.7,Park Avenue Baker Street, Jersey , The single room really is a single room very cramped and o those stars with no lift ,19,1913, A surprisingly comfortable bed ,6,10,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",679 day,51.5241452,-0.1609907,Intermediate_Reviewer_Score
9 Rue du Sommerard 5th arr 75005 Paris France,61,4/30/2016,8.5,Best Western Le Jardin de Cluny, United Kingdom , We were not informed until we arrived that Hotel was undergoing renovation It was quite a shock on arrival to find the Reception area and stairs covered in dust sheets workmen and tools Lift was not working so we had to be relocated from more spacious quiet rooms on top floor with balcony to standard rooms on the 3rd floor We were given 20 per cent discount but considering we were in cheaper rooms anyway and suffered a lot of discomfort and disappointment I did not think this was very generous I have stayed in this Hotel on a previous occasion and had been very satisfied but not this time ,112,516, Friendly helpful staff Rooms small clean and comfortable but plenty of noise from adjoining room and lift ,19,10,"[' Leisure trip ', ' Family with older children ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",460 day,48.8497553,2.3467616,Intermediate_Reviewer_Score
Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,415,5/21/2016,8.4,Royal Ramblas, United Kingdom , The room we had didn t have a view it was just overlooking some walls But for what we paid for the room we didn t mind ,29,3340, Fantastic hotel in a perfect location ,8,2,"[' Leisure trip ', ' Couple ', ' Standard Room 1 2 adults ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",439 day,41.3842838,2.1707092,High_Reviewer_Score
